source_mat_id_orig,samp_description,samp_collect_device,tax_id,scientific_name,investigation_type,env_material,deployment_date,collection_date,arms_unit_id,sampling_event,crate_cover,preservative,sampl_person,sampl_person_orcid,depth,rep_check,replicate,samp_fraction,size_filter,noteworthy_env_cond,samp_mat_process,samp_mat_process_dev,samp_store_date,samp_store_loc,samp_store_temp,store_person,store_person_orcid,other_person,other_person_orcid,images_in_PlutoF,long_store,ship_date,arr_date_hq,store_temp_hq,ship_date_seq,arr_date_seq,seq_batch,failure,failure_comment,ENA_accession_number_sample,source_mat_id
EMOBON_PiEGetxo_Ha_250728_251028_blank_3,EMOBON metagenome  sample from station PiEGetxo. ARMS deployed on 2025-07-28 collected on 2025-10-28. Size fraction blankNAum,autonomous reef monitoring structure [ENVO:01001855],256318,metagenome,metagenome,cotton swab [OBI:0002821],2025-07-28 00:00:00,2025-10-28 00:00:00,NA,PiEGetxo_Ha_250728_251028,No,DESS,Ibon Cancio,https://orcid.org/0000-0003-4841-0106,10,,3,blank,NA,,ARMS Handbook v3.0,4 replicates collected,2024-10-28 00:00:00,"PiE-UPV/EHU, BBEBB, Freezer nº12",-80,Xabier Lekube,https://orcid.org/0000-0002-1005-4606,Ibon Cancio,https://orcid.org/0000-0003-4841-0092,,Y,NA,NA,NA,NA,NA,NA,NA,NA,,EMOBON_PiEGetxo_Ha_68
EMOBON_PiEGetxo_Ha_250728_251028_blank_4,EMOBON metagenome  sample from station PiEGetxo. ARMS deployed on 2025-07-28 collected on 2025-10-28. Size fraction blankNAum,autonomous reef monitoring structure [ENVO:01001855],256318,metagenome,metagenome,cotton swab [OBI:0002821],2025-07-28 00:00:00,2025-10-28 00:00:00,NA,PiEGetxo_Ha_250728_251028,No,DESS,Ibon Cancio,https://orcid.org/0000-0003-4841-0107,10,,4,blank,NA,,ARMS Handbook v3.0,4 replicates collected,2024-10-28 00:00:00,"PiE-UPV/EHU, BBEBB, Freezer nº12",-80,Xabier Lekube,https://orcid.org/0000-0002-1005-4606,Ibon Cancio,https://orcid.org/0000-0003-4841-0092,,Y,NA,NA,NA,NA,NA,NA,NA,NA,,EMOBON_PiEGetxo_Ha_69
EMOBON_PiEGetxo_Ha_A3_250728_251028_SF40_1,EMOBON metagenome  sample from station PiEGetxo. ARMS deployed on 2025-07-28 collected on 2025-10-28. Size fraction SF40um,autonomous reef monitoring structure [ENVO:01001855],256318,metagenome,metagenome,blended biomass derived from sessile communities colonising an autonomous reef monitoring structure [ENVO:01001863],2025-07-28 00:00:00,2025-10-28 00:00:00,A3,PiEGetxo_Ha_A3_250728_251028,No,DESS,Ibon Cancio,https://orcid.org/0000-0003-4841-0108,10,,1,SF,40,,ARMS Handbook v3.0,4 replicates collected,2024-10-28 00:00:00,"PiE-UPV/EHU, BBEBB, Freezer nº12",-80,Xabier Lekube,https://orcid.org/0000-0002-1005-4606,Ibon Cancio,https://orcid.org/0000-0003-4841-0092,,N,2026-03-11 00:00:00,2026-03-13 00:00:00,-20,,,batch_8,,,,EMOBON_PiEGetxo_Ha_70
EMOBON_PiEGetxo_Ha_A3_250728_251028_SF40_2,EMOBON metagenome  sample from station PiEGetxo. ARMS deployed on 2025-07-28 collected on 2025-10-28. Size fraction SF40um,autonomous reef monitoring structure [ENVO:01001855],256318,metagenome,metagenome,blended biomass derived from sessile communities colonising an autonomous reef monitoring structure [ENVO:01001863],2025-07-28 00:00:00,2025-10-28 00:00:00,A3,PiEGetxo_Ha_A3_250728_251028,No,DESS,Ibon Cancio,https://orcid.org/0000-0003-4841-0109,10,,2,SF,40,,ARMS Handbook v3.0,4 replicates collected,2024-10-28 00:00:00,"PiE-UPV/EHU, BBEBB, Freezer nº12",-80,Xabier Lekube,https://orcid.org/0000-0002-1005-4606,Ibon Cancio,https://orcid.org/0000-0003-4841-0092,,Y,NA,NA,NA,NA,NA,NA,NA,NA,,EMOBON_PiEGetxo_Ha_71
EMOBON_PiEGetxo_Ha_A3_250728_251028_MF100_1,EMOBON metagenome  sample from station PiEGetxo. ARMS deployed on 2025-07-28 collected on 2025-10-28. Size fraction MF100um,autonomous reef monitoring structure [ENVO:01001855],256318,metagenome,metagenome,biomass derived from sieving motile communities present in the retrieval tub of an autonomous reef monitoring structure through a 100 micrometre mesh [ENVO:01001900],2025-07-28 00:00:00,2025-10-28 00:00:00,A3,PiEGetxo_Ha_A3_250728_251028,No,DESS,Ibon Cancio,https://orcid.org/0000-0003-4841-0110,10,,1,MF,100,,ARMS Handbook v3.0,4 replicates collected,2024-10-28 00:00:00,"PiE-UPV/EHU, BBEBB, Freezer nº12",-80,Xabier Lekube,https://orcid.org/0000-0002-1005-4606,Ibon Cancio,https://orcid.org/0000-0003-4841-0092,,N,2026-03-11 00:00:00,2026-03-13 00:00:00,-20,,,batch_8,,,,EMOBON_PiEGetxo_Ha_72
EMOBON_PiEGetxo_Ha_A3_250728_251028_MF100_2,EMOBON metagenome  sample from station PiEGetxo. ARMS deployed on 2025-07-28 collected on 2025-10-28. Size fraction MF100um,autonomous reef monitoring structure [ENVO:01001855],256318,metagenome,metagenome,biomass derived from sieving motile communities present in the retrieval tub of an autonomous reef monitoring structure through a 100 micrometre mesh [ENVO:01001900],2025-07-28 00:00:00,2025-10-28 00:00:00,A3,PiEGetxo_Ha_A3_250728_251028,No,DESS,Ibon Cancio,https://orcid.org/0000-0003-4841-0111,10,,2,MF,100,,ARMS Handbook v3.0,4 replicates collected,2024-10-28 00:00:00,"PiE-UPV/EHU, BBEBB, Freezer nº12",-80,Xabier Lekube,https://orcid.org/0000-0002-1005-4606,Ibon Cancio,https://orcid.org/0000-0003-4841-0092,,Y,NA,NA,NA,NA,NA,NA,NA,NA,,EMOBON_PiEGetxo_Ha_73
EMOBON_PiEGetxo_Ha_A3_250728_251028_MF500_1,EMOBON metagenome  sample from station PiEGetxo. ARMS deployed on 2025-07-28 collected on 2025-10-28. Size fraction MF500um,autonomous reef monitoring structure [ENVO:01001855],256318,metagenome,metagenome,biomass derived from sieving motile communities present in the retrieval tub of an autonomous reef monitoring structure through a 500 micrometre mesh [ENVO:01001901],2025-07-28 00:00:00,2025-10-28 00:00:00,A3,PiEGetxo_Ha_A3_250728_251028,No,DESS,Ibon Cancio,https://orcid.org/0000-0003-4841-0112,10,,1,MF,500,,ARMS Handbook v3.0,4 replicates collected,2024-10-28 00:00:00,"PiE-UPV/EHU, BBEBB, Freezer nº12",-80,Xabier Lekube,https://orcid.org/0000-0002-1005-4606,Ibon Cancio,https://orcid.org/0000-0003-4841-0092,,N,2026-03-11 00:00:00,2026-03-13 00:00:00,-20,,,batch_8,,,,EMOBON_PiEGetxo_Ha_74
EMOBON_PiEGetxo_Ha_A3_250728_251028_MF500_2,EMOBON metagenome  sample from station PiEGetxo. ARMS deployed on 2025-07-28 collected on 2025-10-28. Size fraction MF500um,autonomous reef monitoring structure [ENVO:01001855],256318,metagenome,metagenome,biomass derived from sieving motile communities present in the retrieval tub of an autonomous reef monitoring structure through a 500 micrometre mesh [ENVO:01001901],2025-07-28 00:00:00,2025-10-28 00:00:00,A3,PiEGetxo_Ha_A3_250728_251028,No,DESS,Ibon Cancio,https://orcid.org/0000-0003-4841-0113,10,,2,MF,500,,ARMS Handbook v3.0,4 replicates collected,2024-10-28 00:00:00,"PiE-UPV/EHU, BBEBB, Freezer nº12",-80,Xabier Lekube,https://orcid.org/0000-0002-1005-4606,Ibon Cancio,https://orcid.org/0000-0003-4841-0092,,Y,NA,NA,NA,NA,NA,NA,NA,NA,,EMOBON_PiEGetxo_Ha_75
EMOBON_PiEGetxo_Ha_A3_250728_251028_SF40_3,EMOBON metagenome  sample from station PiEGetxo. ARMS deployed on 2025-07-28 collected on 2025-10-28. Size fraction SF40um,autonomous reef monitoring structure [ENVO:01001855],256318,metagenome,metagenome,blended biomass derived from sessile communities colonising an autonomous reef monitoring structure [ENVO:01001863],2025-07-28 00:00:00,2025-10-28 00:00:00,A3,PiEGetxo_Ha_A3_250728_251028,No,DESS,Ibon Cancio,https://orcid.org/0000-0003-4841-0114,10,,3,SF,40,,ARMS Handbook v3.0,4 replicates collected,2024-10-28 00:00:00,"PiE-UPV/EHU, BBEBB, Freezer nº12",-80,Xabier Lekube,https://orcid.org/0000-0002-1005-4606,Ibon Cancio,https://orcid.org/0000-0003-4841-0092,,Y,NA,NA,NA,NA,NA,NA,NA,NA,,EMOBON_PiEGetxo_Ha_76
EMOBON_PiEGetxo_Ha_A3_250728_251028_SF40_4,EMOBON metagenome  sample from station PiEGetxo. ARMS deployed on 2025-07-28 collected on 2025-10-28. Size fraction SF40um,autonomous reef monitoring structure [ENVO:01001855],256318,metagenome,metagenome,blended biomass derived from sessile communities colonising an autonomous reef monitoring structure [ENVO:01001863],2025-07-28 00:00:00,2025-10-28 00:00:00,A3,PiEGetxo_Ha_A3_250728_251028,No,DESS,Ibon Cancio,https://orcid.org/0000-0003-4841-0115,10,,4,SF,40,,ARMS Handbook v3.0,4 replicates collected,2024-10-28 00:00:00,"PiE-UPV/EHU, BBEBB, Freezer nº12",-80,Xabier Lekube,https://orcid.org/0000-0002-1005-4606,Ibon Cancio,https://orcid.org/0000-0003-4841-0092,,Y,NA,NA,NA,NA,NA,NA,NA,NA,,EMOBON_PiEGetxo_Ha_77
EMOBON_PiEGetxo_Ha_A3_250728_251028_MF100_3,EMOBON metagenome  sample from station PiEGetxo. ARMS deployed on 2025-07-28 collected on 2025-10-28. Size fraction MF100um,autonomous reef monitoring structure [ENVO:01001855],256318,metagenome,metagenome,biomass derived from sieving motile communities present in the retrieval tub of an autonomous reef monitoring structure through a 100 micrometre mesh [ENVO:01001900],2025-07-28 00:00:00,2025-10-28 00:00:00,A3,PiEGetxo_Ha_A3_250728_251028,No,DESS,Ibon Cancio,https://orcid.org/0000-0003-4841-0116,10,,3,MF,100,,ARMS Handbook v3.0,4 replicates collected,2024-10-28 00:00:00,"PiE-UPV/EHU, BBEBB, Freezer nº12",-80,Xabier Lekube,https://orcid.org/0000-0002-1005-4606,Ibon Cancio,https://orcid.org/0000-0003-4841-0092,,Y,NA,NA,NA,NA,NA,NA,NA,NA,,EMOBON_PiEGetxo_Ha_78
EMOBON_PiEGetxo_Ha_A3_250728_251028_MF100_4,EMOBON metagenome  sample from station PiEGetxo. ARMS deployed on 2025-07-28 collected on 2025-10-28. Size fraction MF100um,autonomous reef monitoring structure [ENVO:01001855],256318,metagenome,metagenome,biomass derived from sieving motile communities present in the retrieval tub of an autonomous reef monitoring structure through a 100 micrometre mesh [ENVO:01001900],2025-07-28 00:00:00,2025-10-28 00:00:00,A3,PiEGetxo_Ha_A3_250728_251028,No,DESS,Ibon Cancio,https://orcid.org/0000-0003-4841-0117,10,,4,MF,100,,ARMS Handbook v3.0,4 replicates collected,2024-10-28 00:00:00,"PiE-UPV/EHU, BBEBB, Freezer nº12",-80,Xabier Lekube,https://orcid.org/0000-0002-1005-4606,Ibon Cancio,https://orcid.org/0000-0003-4841-0092,,Y,NA,NA,NA,NA,NA,NA,NA,NA,,EMOBON_PiEGetxo_Ha_79
EMOBON_PiEGetxo_Ha_A3_250728_251028_MF500_3,EMOBON metagenome  sample from station PiEGetxo. ARMS deployed on 2025-07-28 collected on 2025-10-28. Size fraction MF500um,autonomous reef monitoring structure [ENVO:01001855],256318,metagenome,metagenome,biomass derived from sieving motile communities present in the retrieval tub of an autonomous reef monitoring structure through a 500 micrometre mesh [ENVO:01001901],2025-07-28 00:00:00,2025-10-28 00:00:00,A3,PiEGetxo_Ha_A3_250728_251028,No,DESS,Ibon Cancio,https://orcid.org/0000-0003-4841-0118,10,,3,MF,500,,ARMS Handbook v3.0,4 replicates collected,2024-10-28 00:00:00,"PiE-UPV/EHU, BBEBB, Freezer nº12",-80,Xabier Lekube,https://orcid.org/0000-0002-1005-4606,Ibon Cancio,https://orcid.org/0000-0003-4841-0092,,Y,NA,NA,NA,NA,NA,NA,NA,NA,,EMOBON_PiEGetxo_Ha_80
EMOBON_PiEGetxo_Ha_A3_250728_251028_MF500_4,EMOBON metagenome  sample from station PiEGetxo. ARMS deployed on 2025-07-28 collected on 2025-10-28. Size fraction MF500um,autonomous reef monitoring structure [ENVO:01001855],256318,metagenome,metagenome,biomass derived from sieving motile communities present in the retrieval tub of an autonomous reef monitoring structure through a 500 micrometre mesh [ENVO:01001901],2025-07-28 00:00:00,2025-10-28 00:00:00,A3,PiEGetxo_Ha_A3_250728_251028,No,DESS,Ibon Cancio,https://orcid.org/0000-0003-4841-0119,10,,4,MF,500,,ARMS Handbook v3.0,4 replicates collected,2024-10-28 00:00:00,"PiE-UPV/EHU, BBEBB, Freezer nº12",-80,Xabier Lekube,https://orcid.org/0000-0002-1005-4606,Ibon Cancio,https://orcid.org/0000-0003-4841-0092,,Y,NA,NA,NA,NA,NA,NA,NA,NA,,EMOBON_PiEGetxo_Ha_81
